purchase_order_id,supplier_id,product_id,quantity,status
PO0005620,S0020,P00620,239,Cancelled
PO0005621,S0021,P00621,240,Created
PO0005622,S0022,P00622,241,Approved
PO0005623,S0023,P00623,242,Received
PO0005624,S0024,P00624,243,Cancelled
PO0005625,S0025,P00625,244,Created
PO0005626,S0026,P00626,245,Approved
PO0005627,S0027,P00627,246,Received
PO0005628,S0028,P00628,247,Cancelled
PO0005629,S0029,P00629,248,Created
PO0005630,S0030,P00630,249,Approved
PO0005631,S0031,P00631,250,Received
PO0005632,S0032,P00632,251,Cancelled
PO0005633,S0033,P00633,252,Created
PO0005634,S0034,P00634,253,Approved
PO0005635,S0035,P00635,254,Received
PO0005636,S0036,P00636,255,Cancelled
PO0005637,S0037,P00637,256,Created
PO0005638,S0038,P00638,257,Approved
PO0005639,S0039,P00639,258,Received
PO0005640,S0040,P00640,259,Cancelled
PO0005641,S0041,P00641,260,Created
PO0005642,S0042,P00642,261,Approved
PO0005643,S0043,P00643,262,Received
PO0005644,S0044,P00644,263,Cancelled
PO0005645,S0045,P00645,264,Created
PO0005646,S0046,P00646,265,Approved
PO0005647,S0047,P00647,266,Received
PO0005648,S0048,P00648,267,Cancelled
PO0005649,S0049,P00649,268,Created
PO0005650,S0050,P00650,269,Approved
PO0005651,S0051,P00651,270,Received
PO0005652,S0052,P00652,271,Cancelled
PO0005653,S0053,P00653,272,Created
PO0005654,S0054,P00654,273,Approved
PO0005655,S0055,P00655,274,Received
PO0005656,S0056,P00656,275,Cancelled
PO0005657,S0057,P00657,276,Created
PO0005658,S0058,P00658,277,Approved
PO0005659,S0059,P00659,278,Received
PO0005660,S0060,P00660,279,Cancelled
PO0005661,S0061,P00661,280,Created
PO0005662,S0062,P00662,281,Approved
PO0005663,S0063,P00663,282,Received
PO0005664,S0064,P00664,283,Cancelled
PO0005665,S0065,P00665,284,Created
PO0005666,S0066,P00666,285,Approved
PO0005667,S0067,P00667,286,Received
PO0005668,S0068,P00668,287,Cancelled
PO0005669,S0069,P00669,288,Created
PO0005670,S0070,P00670,289,Approved
PO0005671,S0071,P00671,290,Received
PO0005672,S0072,P00672,291,Cancelled
PO0005673,S0073,P00673,292,Created
PO0005674,S0074,P00674,293,Approved
PO0005675,S0075,P00675,294,Received
PO0005676,S0076,P00676,295,Cancelled
PO0005677,S0077,P00677,296,Created
PO0005678,S0078,P00678,297,Approved
PO0005679,S0079,P00679,298,Received
PO0005680,S0080,P00680,299,Cancelled
PO0005681,S0081,P00681,300,Created
PO0005682,S0082,P00682,301,Approved
PO0005683,S0083,P00683,302,Received
PO0005684,S0084,P00684,303,Cancelled
PO0005685,S0085,P00685,304,Created
PO0005686,S0086,P00686,305,Approved
PO0005687,S0087,P00687,306,Received
PO0005688,S0088,P00688,307,Cancelled
PO0005689,S0089,P00689,308,Created
PO0005690,S0090,P00690,309,Approved
PO0005691,S0091,P00691,310,Received
PO0005692,S0092,P00692,311,Cancelled
PO0005693,S0093,P00693,312,Created
PO0005694,S0094,P00694,313,Approved
PO0005695,S0095,P00695,314,Received
PO0005696,S0096,P00696,315,Cancelled
PO0005697,S0097,P00697,316,Created
PO0005698,S0098,P00698,317,Approved
PO0005699,S0099,P00699,318,Received
PO0005700,S0100,P00700,319,Cancelled
PO0005701,S0001,P00701,320,Created
PO0005702,S0002,P00702,321,Approved
PO0005703,S0003,P00703,322,Received
PO0005704,S0004,P00704,323,Cancelled
PO0005705,S0005,P00705,324,Created
PO0005706,S0006,P00706,325,Approved
PO0005707,S0007,P00707,326,Received
PO0005708,S0008,P00708,327,Cancelled
PO0005709,S0009,P00709,328,Created
PO0005710,S0010,P00710,329,Approved
PO0005711,S0011,P00711,330,Received
PO0005712,S0012,P00712,331,Cancelled
PO0005713,S0013,P00713,332,Created
PO0005714,S0014,P00714,333,Approved
PO0005715,S0015,P00715,334,Received
PO0005716,S0016,P00716,335,Cancelled
PO0005717,S0017,P00717,336,Created
PO0005718,S0018,P00718,337,Approved
PO0005719,S0019,P00719,338,Received
PO0005720,S0020,P00720,339,Cancelled
PO0005721,S0021,P00721,340,Created
PO0005722,S0022,P00722,341,Approved
PO0005723,S0023,P00723,342,Received
PO0005724,S0024,P00724,343,Cancelled
PO0005725,S0025,P00725,344,Created
PO0005726,S0026,P00726,345,Approved
PO0005727,S0027,P00727,346,Received
PO0005728,S0028,P00728,347,Cancelled
PO0005729,S0029,P00729,348,Created
PO0005730,S0030,P00730,349,Approved
PO0005731,S0031,P00731,350,Received
PO0005732,S0032,P00732,351,Cancelled
PO0005733,S0033,P00733,352,Created
PO0005734,S0034,P00734,353,Approved
PO0005735,S0035,P00735,354,Received
PO0005736,S0036,P00736,355,Cancelled
PO0005737,S0037,P00737,356,Created
PO0005738,S0038,P00738,357,Approved
PO0005739,S0039,P00739,358,Received
PO0005740,S0040,P00740,359,Cancelled
PO0005741,S0041,P00741,360,Created
PO0005742,S0042,P00742,361,Approved
PO0005743,S0043,P00743,362,Received
PO0005744,S0044,P00744,363,Cancelled
PO0005745,S0045,P00745,364,Created
PO0005746,S0046,P00746,365,Approved
PO0005747,S0047,P00747,366,Received
PO0005748,S0048,P00748,367,Cancelled
PO0005749,S0049,P00749,368,Created
PO0005750,S0050,P00750,369,Approved
PO0005751,S0051,P00751,370,Received
PO0005752,S0052,P00752,371,Cancelled
PO0005753,S0053,P00753,372,Created
PO0005754,S0054,P00754,373,Approved
PO0005755,S0055,P00755,374,Received
PO0005756,S0056,P00756,375,Cancelled
PO0005757,S0057,P00757,376,Created
PO0005758,S0058,P00758,377,Approved
PO0005759,S0059,P00759,378,Received
PO0005760,S0060,P00760,379,Cancelled
PO0005761,S0061,P00761,380,Created
PO0005762,S0062,P00762,381,Approved
PO0005763,S0063,P00763,382,Received
PO0005764,S0064,P00764,383,Cancelled
PO0005765,S0065,P00765,384,Created
PO0005766,S0066,P00766,385,Approved
PO0005767,S0067,P00767,386,Received
PO0005768,S0068,P00768,387,Cancelled
PO0005769,S0069,P00769,388,Created
PO0005770,S0070,P00770,389,Approved
PO0005771,S0071,P00771,390,Received
PO0005772,S0072,P00772,391,Cancelled
PO0005773,S0073,P00773,392,Created
PO0005774,S0074,P00774,393,Approved
PO0005775,S0075,P00775,394,Received
PO0005776,S0076,P00776,395,Cancelled
PO0005777,S0077,P00777,396,Created
PO0005778,S0078,P00778,397,Approved
PO0005779,S0079,P00779,398,Received
PO0005780,S0080,P00780,399,Cancelled
PO0005781,S0081,P00781,400,Created
PO0005782,S0082,P00782,401,Approved
PO0005783,S0083,P00783,402,Received
PO0005784,S0084,P00784,403,Cancelled
PO0005785,S0085,P00785,404,Created
PO0005786,S0086,P00786,405,Approved
PO0005787,S0087,P00787,406,Received
PO0005788,S0088,P00788,407,Cancelled
PO0005789,S0089,P00789,408,Created
PO0005790,S0090,P00790,409,Approved
PO0005791,S0091,P00791,410,Received
PO0005792,S0092,P00792,411,Cancelled
PO0005793,S0093,P00793,412,Created
PO0005794,S0094,P00794,413,Approved
PO0005795,S0095,P00795,414,Received
PO0005796,S0096,P00796,415,Cancelled
PO0005797,S0097,P00797,416,Created
PO0005798,S0098,P00798,417,Approved
PO0005799,S0099,P00799,418,Received
PO0005800,S0100,P00800,419,Cancelled
PO0005801,S0001,P00801,420,Created
PO0005802,S0002,P00802,421,Approved
PO0005803,S0003,P00803,422,Received
PO0005804,S0004,P00804,423,Cancelled
PO0005805,S0005,P00805,424,Created
PO0005806,S0006,P00806,425,Approved
PO0005807,S0007,P00807,426,Received
PO0005808,S0008,P00808,427,Cancelled
PO0005809,S0009,P00809,428,Created
PO0005810,S0010,P00810,429,Approved
PO0005811,S0011,P00811,430,Received
PO0005812,S0012,P00812,431,Cancelled
PO0005813,S0013,P00813,432,Created
PO0005814,S0014,P00814,433,Approved
PO0005815,S0015,P00815,434,Received
PO0005816,S0016,P00816,435,Cancelled
PO0005817,S0017,P00817,436,Created
PO0005818,S0018,P00818,437,Approved
PO0005819,S0019,P00819,438,Received
PO0005820,S0020,P00820,439,Cancelled
PO0005821,S0021,P00821,440,Created
PO0005822,S0022,P00822,441,Approved
PO0005823,S0023,P00823,442,Received
PO0005824,S0024,P00824,443,Cancelled
PO0005825,S0025,P00825,444,Created
PO0005826,S0026,P00826,445,Approved
PO0005827,S0027,P00827,446,Received
PO0005828,S0028,P00828,447,Cancelled
PO0005829,S0029,P00829,448,Created
PO0005830,S0030,P00830,449,Approved
PO0005831,S0031,P00831,450,Received
PO0005832,S0032,P00832,451,Cancelled
PO0005833,S0033,P00833,452,Created
PO0005834,S0034,P00834,453,Approved
PO0005835,S0035,P00835,454,Received
PO0005836,S0036,P00836,455,Cancelled
PO0005837,S0037,P00837,456,Created
PO0005838,S0038,P00838,457,Approved
PO0005839,S0039,P00839,458,Received
PO0005840,S0040,P00840,459,Cancelled
PO0005841,S0041,P00841,460,Created
PO0005842,S0042,P00842,461,Approved
PO0005843,S0043,P00843,462,Received
PO0005844,S0044,P00844,463,Cancelled
PO0005845,S0045,P00845,464,Created
PO0005846,S0046,P00846,465,Approved
PO0005847,S0047,P00847,466,Received
PO0005848,S0048,P00848,467,Cancelled
PO0005849,S0049,P00849,468,Created
PO0005850,S0050,P00850,469,Approved
PO0005851,S0051,P00851,470,Received
PO0005852,S0052,P00852,471,Cancelled
PO0005853,S0053,P00853,472,Created
PO0005854,S0054,P00854,473,Approved
PO0005855,S0055,P00855,474,Received
PO0005856,S0056,P00856,475,Cancelled
PO0005857,S0057,P00857,476,Created
PO0005858,S0058,P00858,477,Approved
PO0005859,S0059,P00859,478,Received
PO0005860,S0060,P00860,479,Cancelled
PO0005861,S0061,P00861,480,Created
PO0005862,S0062,P00862,481,Approved
PO0005863,S0063,P00863,482,Received
PO0005864,S0064,P00864,483,Cancelled
PO0005865,S0065,P00865,484,Created
PO0005866,S0066,P00866,485,Approved
PO0005867,S0067,P00867,486,Received
PO0005868,S0068,P00868,487,Cancelled
PO0005869,S0069,P00869,488,Created
PO0005870,S0070,P00870,489,Approved
PO0005871,S0071,P00871,490,Received
PO0005872,S0072,P00872,491,Cancelled
PO0005873,S0073,P00873,492,Created
PO0005874,S0074,P00874,493,Approved
PO0005875,S0075,P00875,494,Received
PO0005876,S0076,P00876,495,Cancelled
PO0005877,S0077,P00877,496,Created
PO0005878,S0078,P00878,497,Approved
PO0005879,S0079,P00879,498,Received
PO0005880,S0080,P00880,499,Cancelled
PO0005881,S0081,P00881,10,Created
PO0005882,S0082,P00882,11,Approved
PO0005883,S0083,P00883,12,Received
PO0005884,S0084,P00884,13,Cancelled
PO0005885,S0085,P00885,14,Created
PO0005886,S0086,P00886,15,Approved
PO0005887,S0087,P00887,16,Received
PO0005888,S0088,P00888,17,Cancelled
PO0005889,S0089,P00889,18,Created
PO0005890,S0090,P00890,19,Approved
PO0005891,S0091,P00891,20,Received
PO0005892,S0092,P00892,21,Cancelled
PO0005893,S0093,P00893,22,Created
PO0005894,S0094,P00894,23,Approved
PO0005895,S0095,P00895,24,Received
PO0005896,S0096,P00896,25,Cancelled
PO0005897,S0097,P00897,26,Created
PO0005898,S0098,P00898,27,Approved
PO0005899,S0099,P00899,28,Received
PO0005900,S0100,P00900,29,Cancelled
PO0005901,S0001,P00901,30,Created
PO0005902,S0002,P00902,31,Approved
PO0005903,S0003,P00903,32,Received
PO0005904,S0004,P00904,33,Cancelled
PO0005905,S0005,P00905,34,Created
PO0005906,S0006,P00906,35,Approved
PO0005907,S0007,P00907,36,Received
PO0005908,S0008,P00908,37,Cancelled
PO0005909,S0009,P00909,38,Created
PO0005910,S0010,P00910,39,Approved
PO0005911,S0011,P00911,40,Received
PO0005912,S0012,P00912,41,Cancelled
PO0005913,S0013,P00913,42,Created
PO0005914,S0014,P00914,43,Approved
PO0005915,S0015,P00915,44,Received
PO0005916,S0016,P00916,45,Cancelled
PO0005917,S0017,P00917,46,Created
PO0005918,S0018,P00918,47,Approved
PO0005919,S0019,P00919,48,Received
PO0005920,S0020,P00920,49,Cancelled
PO0005921,S0021,P00921,50,Created
PO0005922,S0022,P00922,51,Approved
PO0005923,S0023,P00923,52,Received
PO0005924,S0024,P00924,53,Cancelled
PO0005925,S0025,P00925,54,Created
PO0005926,S0026,P00926,55,Approved
PO0005927,S0027,P00927,56,Received
PO0005928,S0028,P00928,57,Cancelled
PO0005929,S0029,P00929,58,Created
PO0005930,S0030,P00930,59,Approved
PO0005931,S0031,P00931,60,Received
PO0005932,S0032,P00932,61,Cancelled
PO0005933,S0033,P00933,62,Created
PO0005934,S0034,P00934,63,Approved
PO0005935,S0035,P00935,64,Received
PO0005936,S0036,P00936,65,Cancelled
PO0005937,S0037,P00937,66,Created
PO0005938,S0038,P00938,67,Approved
PO0005939,S0039,P00939,68,Received
PO0005940,S0040,P00940,69,Cancelled
PO0005941,S0041,P00941,70,Created
PO0005942,S0042,P00942,71,Approved
PO0005943,S0043,P00943,72,Received
PO0005944,S0044,P00944,73,Cancelled
PO0005945,S0045,P00945,74,Created
PO0005946,S0046,P00946,75,Approved
PO0005947,S0047,P00947,76,Received
PO0005948,S0048,P00948,77,Cancelled
PO0005949,S0049,P00949,78,Created
PO0005950,S0050,P00950,79,Approved
PO0005951,S0051,P00951,80,Received
PO0005952,S0052,P00952,81,Cancelled
PO0005953,S0053,P00953,82,Created
PO0005954,S0054,P00954,83,Approved
PO0005955,S0055,P00955,84,Received
PO0005956,S0056,P00956,85,Cancelled
PO0005957,S0057,P00957,86,Created
PO0005958,S0058,P00958,87,Approved
PO0005959,S0059,P00959,88,Received
PO0005960,S0060,P00960,89,Cancelled
PO0005961,S0061,P00961,90,Created
PO0005962,S0062,P00962,91,Approved
PO0005963,S0063,P00963,92,Received
PO0005964,S0064,P00964,93,Cancelled
PO0005965,S0065,P00965,94,Created
PO0005966,S0066,P00966,95,Approved
PO0005967,S0067,P00967,96,Received
PO0005968,S0068,P00968,97,Cancelled
PO0005969,S0069,P00969,98,Created
PO0005970,S0070,P00970,99,Approved
PO0005971,S0071,P00971,100,Received
PO0005972,S0072,P00972,101,Cancelled
PO0005973,S0073,P00973,102,Created
PO0005974,S0074,P00974,103,Approved
PO0005975,S0075,P00975,104,Received
PO0005976,S0076,P00976,105,Cancelled
PO0005977,S0077,P00977,106,Created
PO0005978,S0078,P00978,107,Approved
PO0005979,S0079,P00979,108,Received
PO0005980,S0080,P00980,109,Cancelled
PO0005981,S0081,P00981,110,Created
PO0005982,S0082,P00982,111,Approved
PO0005983,S0083,P00983,112,Received
PO0005984,S0084,P00984,113,Cancelled
PO0005985,S0085,P00985,114,Created
PO0005986,S0086,P00986,115,Approved
PO0005987,S0087,P00987,116,Received
PO0005988,S0088,P00988,117,Cancelled
PO0005989,S0089,P00989,118,Created
PO0005990,S0090,P00990,119,Approved
PO0005991,S0091,P00991,120,Received
PO0005992,S0092,P00992,121,Cancelled
PO0005993,S0093,P00993,122,Created
PO0005994,S0094,P00994,123,Approved
PO0005995,S0095,P00995,124,Received
PO0005996,S0096,P00996,125,Cancelled
PO0005997,S0097,P00997,126,Created
PO0005998,S0098,P00998,127,Approved
PO0005999,S0099,P00999,128,Received
PO0006000,S0100,P01000,129,Cancelled
PO0006001,S0001,P00001,130,Created
PO0006002,S0002,P00002,131,Approved
PO0006003,S0003,P00003,132,Received
PO0006004,S0004,P00004,133,Cancelled
PO0006005,S0005,P00005,134,Created
PO0006006,S0006,P00006,135,Approved
PO0006007,S0007,P00007,136,Received
PO0006008,S0008,P00008,137,Cancelled
PO0006009,S0009,P00009,138,Created
PO0006010,S0010,P00010,139,Approved
PO0006011,S0011,P00011,140,Received
PO0006012,S0012,P00012,141,Cancelled
PO0006013,S0013,P00013,142,Created
PO0006014,S0014,P00014,143,Approved
PO0006015,S0015,P00015,144,Received
PO0006016,S0016,P00016,145,Cancelled
PO0006017,S0017,P00017,146,Created
PO0006018,S0018,P00018,147,Approved
PO0006019,S0019,P00019,148,Received
PO0006020,S0020,P00020,149,Cancelled
PO0006021,S0021,P00021,150,Created
PO0006022,S0022,P00022,151,Approved
PO0006023,S0023,P00023,152,Received
PO0006024,S0024,P00024,153,Cancelled
PO0006025,S0025,P00025,154,Created
PO0006026,S0026,P00026,155,Approved
PO0006027,S0027,P00027,156,Received
PO0006028,S0028,P00028,157,Cancelled
PO0006029,S0029,P00029,158,Created
PO0006030,S0030,P00030,159,Approved
PO0006031,S0031,P00031,160,Received
PO0006032,S0032,P00032,161,Cancelled
PO0006033,S0033,P00033,162,Created
PO0006034,S0034,P00034,163,Approved
PO0006035,S0035,P00035,164,Received
PO0006036,S0036,P00036,165,Cancelled
PO0006037,S0037,P00037,166,Created
PO0006038,S0038,P00038,167,Approved
PO0006039,S0039,P00039,168,Received
PO0006040,S0040,P00040,169,Cancelled
PO0006041,S0041,P00041,170,Created
PO0006042,S0042,P00042,171,Approved
PO0006043,S0043,P00043,172,Received
PO0006044,S0044,P00044,173,Cancelled
PO0006045,S0045,P00045,174,Created
PO0006046,S0046,P00046,175,Approved
PO0006047,S0047,P00047,176,Received
PO0006048,S0048,P00048,177,Cancelled
PO0006049,S0049,P00049,178,Created
PO0006050,S0050,P00050,179,Approved
PO0006051,S0051,P00051,180,Received
PO0006052,S0052,P00052,181,Cancelled
PO0006053,S0053,P00053,182,Created
PO0006054,S0054,P00054,183,Approved
PO0006055,S0055,P00055,184,Received
PO0006056,S0056,P00056,185,Cancelled
PO0006057,S0057,P00057,186,Created
PO0006058,S0058,P00058,187,Approved
PO0006059,S0059,P00059,188,Received
PO0006060,S0060,P00060,189,Cancelled
PO0006061,S0061,P00061,190,Created
PO0006062,S0062,P00062,191,Approved
PO0006063,S0063,P00063,192,Received
PO0006064,S0064,P00064,193,Cancelled
PO0006065,S0065,P00065,194,Created
PO0006066,S0066,P00066,195,Approved
PO0006067,S0067,P00067,196,Received
PO0006068,S0068,P00068,197,Cancelled
PO0006069,S0069,P00069,198,Created
PO0006070,S0070,P00070,199,Approved
PO0006071,S0071,P00071,200,Received
PO0006072,S0072,P00072,201,Cancelled
PO0006073,S0073,P00073,202,Created
PO0006074,S0074,P00074,203,Approved
PO0006075,S0075,P00075,204,Received
PO0006076,S0076,P00076,205,Cancelled
PO0006077,S0077,P00077,206,Created
PO0006078,S0078,P00078,207,Approved
PO0006079,S0079,P00079,208,Received
PO0006080,S0080,P00080,209,Cancelled
PO0006081,S0081,P00081,210,Created
PO0006082,S0082,P00082,211,Approved
PO0006083,S0083,P00083,212,Received
PO0006084,S0084,P00084,213,Cancelled
PO0006085,S0085,P00085,214,Created
PO0006086,S0086,P00086,215,Approved
PO0006087,S0087,P00087,216,Received
PO0006088,S0088,P00088,217,Cancelled
PO0006089,S0089,P00089,218,Created
PO0006090,S0090,P00090,219,Approved
PO0006091,S0091,P00091,220,Received
PO0006092,S0092,P00092,221,Cancelled
PO0006093,S0093,P00093,222,Created
PO0006094,S0094,P00094,223,Approved
PO0006095,S0095,P00095,224,Received
PO0006096,S0096,P00096,225,Cancelled
PO0006097,S0097,P00097,226,Created
PO0006098,S0098,P00098,227,Approved
PO0006099,S0099,P00099,228,Received
PO0006100,S0100,P00100,229,Cancelled
PO0006101,S0001,P00101,230,Created
PO0006102,S0002,P00102,231,Approved
PO0006103,S0003,P00103,232,Received
PO0006104,S0004,P00104,233,Cancelled
PO0006105,S0005,P00105,234,Created
PO0006106,S0006,P00106,235,Approved
PO0006107,S0007,P00107,236,Received
PO0006108,S0008,P00108,237,Cancelled
PO0006109,S0009,P00109,238,Created
PO0006110,S0010,P00110,239,Approved
PO0006111,S0011,P00111,240,Received
PO0006112,S0012,P00112,241,Cancelled
PO0006113,S0013,P00113,242,Created
PO0006114,S0014,P00114,243,Approved
PO0006115,S0015,P00115,244,Received
PO0006116,S0016,P00116,245,Cancelled
PO0006117,S0017,P00117,246,Created
PO0006118,S0018,P00118,247,Approved
PO0006119,S0019,P00119,248,Received
PO0006120,S0020,P00120,249,Cancelled
PO0006121,S0021,P00121,250,Created
PO0006122,S0022,P00122,251,Approved
PO0006123,S0023,P00123,252,Received
PO0006124,S0024,P00124,253,Cancelled
PO0006125,S0025,P00125,254,Created
PO0006126,S0026,P00126,255,Approved
PO0006127,S0027,P00127,256,Received
PO0006128,S0028,P00128,257,Cancelled
PO0006129,S0029,P00129,258,Created
PO0006130,S0030,P00130,259,Approved
PO0006131,S0031,P00131,260,Received
PO0006132,S0032,P00132,261,Cancelled
PO0006133,S0033,P00133,262,Created
PO0006134,S0034,P00134,263,Approved
PO0006135,S0035,P00135,264,Received
PO0006136,S0036,P00136,265,Cancelled
PO0006137,S0037,P00137,266,Created
PO0006138,S0038,P00138,267,Approved
PO0006139,S0039,P00139,268,Received
PO0006140,S0040,P00140,269,Cancelled
PO0006141,S0041,P00141,270,Created
PO0006142,S0042,P00142,271,Approved
PO0006143,S0043,P00143,272,Received
PO0006144,S0044,P00144,273,Cancelled
PO0006145,S0045,P00145,274,Created
PO0006146,S0046,P00146,275,Approved
PO0006147,S0047,P00147,276,Received
PO0006148,S0048,P00148,277,Cancelled
PO0006149,S0049,P00149,278,Created
PO0006150,S0050,P00150,279,Approved
PO0006151,S0051,P00151,280,Received
PO0006152,S0052,P00152,281,Cancelled
PO0006153,S0053,P00153,282,Created
PO0006154,S0054,P00154,283,Approved
PO0006155,S0055,P00155,284,Received
PO0006156,S0056,P00156,285,Cancelled
PO0006157,S0057,P00157,286,Created
PO0006158,S0058,P00158,287,Approved
PO0006159,S0059,P00159,288,Received
PO0006160,S0060,P00160,289,Cancelled
PO0006161,S0061,P00161,290,Created
PO0006162,S0062,P00162,291,Approved
PO0006163,S0063,P00163,292,Received
PO0006164,S0064,P00164,293,Cancelled
PO0006165,S0065,P00165,294,Created
PO0006166,S0066,P00166,295,Approved
PO0006167,S0067,P00167,296,Received
PO0006168,S0068,P00168,297,Cancelled
PO0006169,S0069,P00169,298,Created
PO0006170,S0070,P00170,299,Approved
PO0006171,S0071,P00171,300,Received
PO0006172,S0072,P00172,301,Cancelled
PO0006173,S0073,P00173,302,Created
PO0006174,S0074,P00174,303,Approved
PO0006175,S0075,P00175,304,Received
PO0006176,S0076,P00176,305,Cancelled
PO0006177,S0077,P00177,306,Created
PO0006178,S0078,P00178,307,Approved
PO0006179,S0079,P00179,308,Received
PO0006180,S0080,P00180,309,Cancelled
PO0006181,S0081,P00181,310,Created
PO0006182,S0082,P00182,311,Approved
PO0006183,S0083,P00183,312,Received
PO0006184,S0084,P00184,313,Cancelled
PO0006185,S0085,P00185,314,Created
PO0006186,S0086,P00186,315,Approved
PO0006187,S0087,P00187,316,Received
PO0006188,S0088,P00188,317,Cancelled
PO0006189,S0089,P00189,318,Created
PO0006190,S0090,P00190,319,Approved
PO0006191,S0091,P00191,320,Received
PO0006192,S0092,P00192,321,Cancelled
PO0006193,S0093,P00193,322,Created
PO0006194,S0094,P00194,323,Approved
PO0006195,S0095,P00195,324,Received
PO0006196,S0096,P00196,325,Cancelled
PO0006197,S0097,P00197,326,Created
PO0006198,S0098,P00198,327,Approved
PO0006199,S0099,P00199,328,Received
PO0006200,S0100,P00200,329,Cancelled
PO0006201,S0001,P00201,330,Created
PO0006202,S0002,P00202,331,Approved
PO0006203,S0003,P00203,332,Received
PO0006204,S0004,P00204,333,Cancelled
PO0006205,S0005,P00205,334,Created
PO0006206,S0006,P00206,335,Approved
PO0006207,S0007,P00207,336,Received
PO0006208,S0008,P00208,337,Cancelled
PO0006209,S0009,P00209,338,Created
PO0006210,S0010,P00210,339,Approved
PO0006211,S0011,P00211,340,Received
PO0006212,S0012,P00212,341,Cancelled
PO0006213,S0013,P00213,342,Created
PO0006214,S0014,P00214,343,Approved
PO0006215,S0015,P00215,344,Received
PO0006216,S0016,P00216,345,Cancelled
PO0006217,S0017,P00217,346,Created
PO0006218,S0018,P00218,347,Approved
PO0006219,S0019,P00219,348,Received
PO0006220,S0020,P00220,349,Cancelled
PO0006221,S0021,P00221,350,Created
PO0006222,S0022,P00222,351,Approved
PO0006223,S0023,P00223,352,Received
PO0006224,S0024,P00224,353,Cancelled
PO0006225,S0025,P00225,354,Created
PO0006226,S0026,P00226,355,Approved
PO0006227,S0027,P00227,356,Received
PO0006228,S0028,P00228,357,Cancelled
PO0006229,S0029,P00229,358,Created
PO0006230,S0030,P00230,359,Approved
PO0006231,S0031,P00231,360,Received
PO0006232,S0032,P00232,361,Cancelled
PO0006233,S0033,P00233,362,Created
PO0006234,S0034,P00234,363,Approved
PO0006235,S0035,P00235,364,Received
PO0006236,S0036,P00236,365,Cancelled
PO0006237,S0037,P00237,366,Created
PO0006238,S0038,P00238,367,Approved
PO0006239,S0039,P00239,368,Received
PO0006240,S0040,P00240,369,Cancelled
PO0006241,S0041,P00241,370,Created
PO0006242,S0042,P00242,371,Approved
PO0006243,S0043,P00243,372,Received
PO0006244,S0044,P00244,373,Cancelled
PO0006245,S0045,P00245,374,Created
PO0006246,S0046,P00246,375,Approved
PO0006247,S0047,P00247,376,Received
PO0006248,S0048,P00248,377,Cancelled
PO0006249,S0049,P00249,378,Created
PO0006250,S0050,P00250,379,Approved
PO0006251,S0051,P00251,380,Received
PO0006252,S0052,P00252,381,Cancelled
PO0006253,S0053,P00253,382,Created
PO0006254,S0054,P00254,383,Approved
PO0006255,S0055,P00255,384,Received
PO0006256,S0056,P00256,385,Cancelled
PO0006257,S0057,P00257,386,Created
PO0006258,S0058,P00258,387,Approved
PO0006259,S0059,P00259,388,Received
PO0006260,S0060,P00260,389,Cancelled
PO0006261,S0061,P00261,390,Created
PO0006262,S0062,P00262,391,Approved
PO0006263,S0063,P00263,392,Received
PO0006264,S0064,P00264,393,Cancelled
PO0006265,S0065,P00265,394,Created
PO0006266,S0066,P00266,395,Approved
PO0006267,S0067,P00267,396,Received
PO0006268,S0068,P00268,397,Cancelled
PO0006269,S0069,P00269,398,Created
PO0006270,S0070,P00270,399,Approved
PO0006271,S0071,P00271,400,Received
PO0006272,S0072,P00272,401,Cancelled
PO0006273,S0073,P00273,402,Created
PO0006274,S0074,P00274,403,Approved
PO0006275,S0075,P00275,404,Received
PO0006276,S0076,P00276,405,Cancelled
PO0006277,S0077,P00277,406,Created
PO0006278,S0078,P00278,407,Approved
PO0006279,S0079,P00279,408,Received
PO0006280,S0080,P00280,409,Cancelled
PO0006281,S0081,P00281,410,Created
PO0006282,S0082,P00282,411,Approved
PO0006283,S0083,P00283,412,Received
PO0006284,S0084,P00284,413,Cancelled
PO0006285,S0085,P00285,414,Created
PO0006286,S0086,P00286,415,Approved
PO0006287,S0087,P00287,416,Received
PO0006288,S0088,P00288,417,Cancelled
PO0006289,S0089,P00289,418,Created
PO0006290,S0090,P00290,419,Approved
PO0006291,S0091,P00291,420,Received
PO0006292,S0092,P00292,421,Cancelled
PO0006293,S0093,P00293,422,Created
PO0006294,S0094,P00294,423,Approved
PO0006295,S0095,P00295,424,Received
PO0006296,S0096,P00296,425,Cancelled
PO0006297,S0097,P00297,426,Created
PO0006298,S0098,P00298,427,Approved
PO0006299,S0099,P00299,428,Received
PO0006300,S0100,P00300,429,Cancelled
PO0006301,S0001,P00301,430,Created
PO0006302,S0002,P00302,431,Approved
PO0006303,S0003,P00303,432,Received
PO0006304,S0004,P00304,433,Cancelled
PO0006305,S0005,P00305,434,Created
PO0006306,S0006,P00306,435,Approved
PO0006307,S0007,P00307,436,Received
PO0006308,S0008,P00308,437,Cancelled
PO0006309,S0009,P00309,438,Created
PO0006310,S0010,P00310,439,Approved
PO0006311,S0011,P00311,440,Received
PO0006312,S0012,P00312,441,Cancelled
PO0006313,S0013,P00313,442,Created
PO0006314,S0014,P00314,443,Approved
PO0006315,S0015,P00315,444,Received
PO0006316,S0016,P00316,445,Cancelled
PO0006317,S0017,P00317,446,Created
